deviceId,area,trap_line,code,boxLength,entrance,,,end,internal_baffels,,killtrap,lid_securitys,rebar,pinkTri,box_condition,note,photo,date_reported,volname
,Murchies,LM,Lm15,,new_style,,,,stainless_trap_baffle,,good_design,65mm_screws kea_brackets,,,A,,,,
,Murchies,LM,Lm15a,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,LM,Lm16,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,LM,Lm17,,new_style,,,,stainless_trap_baffle,,good_design,65mm_screws kea_brackets,,,A,,,,
,Murchies,LM,Lm18,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,LM,Lm19,,new_style,,,,stainless_trap_baffle,,good_design,65mm_screws kea_brackets,,,A,,,,
,Murchies,LMC,Lmc01,,new_style,,,,Stainless steel baffle,,good_design,kea_brackets 65mm_screws,,,A,,,New trapbox installed June 2020,
,Murchies,LMC,Lmc01a,,new_style,,,,Stainless steel baffle,,good_design,kea_brackets 65mm_screws,,,A,,,2x doc150s and stainless steel baffles installed June 2020,
,Murchies,LMC,Lmc01b,,new_style,,,,Stainless steel baffle,,good_design,kea_brackets 65mm_screws,,,A,,,2x doc150s and stainless steel baffles installed June 2020,
,Murchies,LMC,Lmc02,,new_style,,,,Stainless steel baffle,,good_design,65mm_screws kea_brackets,,,A,,,New trapbox installed June 2020,
,Murchies,LMC,Lmc02a,,new_style,,,,Stainless steel baffle,,good_design,kea_brackets 65mm_screws,,,A,,,2x doc150s and stainless steel baffles installed June 2020,
,Murchies,LMC,Lmc02b,,new_style,,,,Stainless steel baffle,,good_design,kea_brackets 65mm_screws,,,A,,,2x doc150s and stainless steel baffles installed June 2020,
,Murchies,LMC,Lmc03,,new_style,,,,Stainless steel baffle,,good_design,kea_brackets 65mm_screws,,,A,,,New trapbox installed June 2020,
,Murchies,LMC,Lmc04,,new_style,,,,Stainless steel baffle,,good_design,kea_brackets 65mm_screws,,,A,,,New trapbox installed June 2020,
,Murchies,LMC,Lmc04a,,new_style,,,,Stainless steel baffle,,good_design,kea_brackets 65mm_screws,,,A,,,2x doc150s and stainless steel baffles installed June 2020,
,Murchies,LMC,Lmc05,,new_style,,,,Stainless steel baffle,,good_design,kea_brackets 65mm_screws,,,A,,,New trapbox installed June 2020,
,Murchies,LMC,Lmc05a,,new_style,,,,Stainless steel baffle,,good_design,kea_brackets 65mm_screws,,,A,,,2x doc150s and stainless steel baffles installed June 2020,
,Murchies,LMC,Lmc06,,new_style,,,,Stainless steel baffle,,good_design,kea_brackets 65mm_screws,,,A,,,New trapbox installed June 2020,
,Murchies,LMC,Lmc07,,new_style,,,,Stainless steel baffle,,good_design,kea_brackets 65mm_screws,,,A,,,New trapbox installed June 2020,
,Murchies,LMC,Lmc08,,new_style,,,,Stainless steel baffle,,good_design,kea_brackets 65mm_screws,,,A,,,New trapbox installed June 2020,
,Murchies,LMC,Lmc09,,new_style,,,,Stainless steel baffle,,good_design,kea_brackets 65mm_screws,,,A,,,New trapbox installed June 2020,
,Murchies,LMC,Lmc10,,new_style,,,,Stainless steel baffle,,good_design,kea_brackets 65mm_screws,,,A,,,New trapbox installed June 2020,
,Murchies,LMC,Lmc11,,new_style,,,,Stainless steel baffle,,good_design,kea_brackets 65mm_screws,,,A,,,New trapbox installed June 2020,
,Murchies,LMC,Lmc12,,infill_style oldstyle,,,,no_trap_baffle_no_slot,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,LMC,Lmc13,,new_style,,,,Stainless steel baffle,,good_design,kea_brackets 65mm_screws,,,A,,,New trapbox installed June 2020,
,Murchies,LMC,Lmc14,,new_style,,,,Stainless steel baffle,,good_design,kea_brackets 65mm_screws,,,A,,,New trapbox installed June 2020,
,Murchies,LMC,Lmc15,,new_style,,,,Stainless steel baffle,,good_design,kea_brackets 65mm_screws,,,A,,,New trapbox installed June 2020,
,Murchies,LMC,Lmc15a,,new_style,,,,Stainless steel baffle,,good_design,kea_brackets 65mm_screws,,,A,,,2x doc150s and stainless steel baffles installed June 2020,
,Murchies,LMC,Lmc16,,new_style,,,,Stainless steel baffle,,good_design,kea_brackets 65mm_screws,,,A,,,New trapbox installed June 2020,
,Murchies,LMC,Lmc17,,new_style,,,,Stainless steel baffle,,good_design,65mm_screws kea_brackets,,,A,,,New trapbox installed June 2020,
,Murchies,LMC,Lmc17a,,new_style,,,,Stainless steel baffle,,good_design,kea_brackets 65mm_screws,,,A,,,2x doc150s and stainless steel baffles installed June 2020,
,Murchies,LMC,Lmc18,,new_style,,,,Stainless steel baffle,,good_design,kea_brackets 65mm_screws,,,A,,,New trapbox installed June 2020,
,Murchies,LMC,Lmc18a,,new_style,,,,Stainless steel baffle,,good_design,kea_brackets 65mm_screws,,,A,,,2x doc150s and stainless steel baffles installed June 2020,
,Murchies,LMC,Lmc19,,new_style,,,,Stainless steel baffle,,good_design,kea_brackets 65mm_screws,,,A,,,2x doc150s and stainless steel baffles installed June 2020,
,Murchies,LMC,Lmc20,,new_style,,,,Stainless steel baffle,,good_design,kea_brackets 65mm_screws,,,A,,,2x doc150s and stainless steel baffles installed June 2020,
,Murchies,LMC,Lmc21,,new_style,,,,Stainless steel baffle,,good_design,kea_brackets 65mm_screws,,,A,,,New trapbox installed June 2020,
,Murchies,LMC,Lmc22,,new_style,,,,Stainless steel baffle,,good_design,kea_brackets 65mm_screws,,,A,,,New trapbox installed June 2020,
,Murchies,LMC,Lmc22a,,new_style,,,,Stainless steel baffle,,good_design,kea_brackets 65mm_screws,,,A,,,2x doc150s and stainless steel baffles installed June 2020,
,Murchies,LMC,Lmc23,,new_style,,,,Stainless steel baffle,,good_design,kea_brackets 65mm_screws,,,A,,,New trapbox installed June 2020,
,Murchies,LMC,Lmc23a,,new_style,,,,Stainless steel baffle,,good_design,kea_brackets 65mm_screws,,,A,,,2x doc150s and stainless steel baffles installed June 2020,
,Murchies,LMC,Lmc24,,new_style,,,,Stainless steel baffle,,good_design,kea_brackets 65mm_screws,,,A,,,New trapbox installed June 2020,
,Murchies,LMC,Lmc24a,,new_style,,,,Stainless steel baffle,,good_design,kea_brackets 65mm_screws,,,A,,,2x doc150s and stainless steel baffles installed June 2020,
,Murchies,LMC,Lmc25,,new_style,,,,Stainless steel baffle,,good_design,kea_brackets 65mm_screws,,,A,,,New trapbox installed June 2020,
,Murchies,LMC,Lmc26,,missing,,,,,,,,,,,,,Washed away Oct 2020,
,Murchies,LMC,Lmc27,,new_style,,,,Stainless steel baffle,,good_design,kea_brackets 65mm_screws,,,A,,,New trapbox installed June 2020,
,Murchies,LMC,Lmc28,,new_style,,,,Stainless steel baffle,,good_design,kea_brackets 65mm_screws,,,A,,,New trapbox installed June 2020,
,Murchies,LMC,Lmc29,,new_style,,,,Stainless steel baffle,,good_design,kea_brackets 65mm_screws,,,A,,,New trapbox installed June 2020,
,Murchies,LMC,Lmc30,,new_style,,,,Stainless steel baffle,,good_design,kea_brackets 65mm_screws,,,A,,,New trapbox installed June 2020,
,Murchies,LMC,Lmc31,,new_style,,,,Stainless steel baffle,,good_design,kea_brackets 65mm_screws,,,A,,,New trapbox installed June 2020,
,Murchies,LR,LR01,,oldstyleext,,,,no_trap_baffle_no_slot door_baffle_wire,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,LR,LR02,,oldstyleext,,,,no_trap_baffle_no_slot door_baffle_wire,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,LR,LR03,,oldstyleext,,,,no_trap_baffle_no_slot door_baffle_wire,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,LR,LR04,,oldstyleext,,,,no_trap_baffle_no_slot door_baffle_wire,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,LR,LR05,,oldstyleext,,,,no_trap_baffle_no_slot door_baffle_wire,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,LR,LR06,,oldstyleext,,,,no_trap_baffle_no_slot door_baffle_wire,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,LR,LR07,,oldstyleext,,,,no_trap_baffle_no_slot door_baffle_wire,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,LR,LR08,,oldstyleext,,,,no_trap_baffle_no_slot door_baffle_wire,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,LR,LR09,,oldstyleext,,,,no_trap_baffle_no_slot door_baffle_wire,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,LR,LR10,,oldstyleext,,,,no_trap_baffle_no_slot door_baffle_wire,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,LR,LR11,,oldstyleext,,,,no_trap_baffle_no_slot door_baffle_wire,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,LS,LS01,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,LS,LS02,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,LS,LS03,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,LS,LS04,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,LS,LS05,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,LS,LS06,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,LS,LS07,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,LS,LS08,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,LS,LS09,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,LS,LS10,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,LS,LS11,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,LS,LS12,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,LS,LS13,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,LS,LS14,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,LS,LS15,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,LS,LS16,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,LS,LS17,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,LS,LS18,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,LS,LS19,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,LS,LS20,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,LS,LS21,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,LS,LS22,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,LS,LS23,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,LS,LS24,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,LS,LS25,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,LS,LS26,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,LW,Lw01,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,LW,LW01A,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,LW,Lw01b,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,LW,Lw01c,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,LW,LW02,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,LW,LW03,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,LW,LW04,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,LW,LW05,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,LW,LW06,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,LW,Lw07,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,LW,Lw07a,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,LW,Lw08,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,LW,Lw08a,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,LW,Lw09,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,LW,Lw09a,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,LW,Lw10,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,LW,Lw10a,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,LW,Lw11,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,LW,Lw11a,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,LW,Lw12,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,LW,Lw13,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,LW,Lw14,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,MB,Mb01,,oldstyleext,,,,no_trap_baffle_no_slot,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,MB,Mb01a,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,MB,Mb01b,,infill_style,,,,door_baffle_wooden,,faulty_design,65mm_screws kea_brackets,,,B,,,,
,Murchies,MB,Mb01c,,infill_style,,,,door_baffle_wooden,,faulty_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,MB,Mb02,,oldstyleext,,,,no_trap_baffle_no_slot,,good_design,65mm_screws kea_brackets,,,C,,,,
,Murchies,MB,Mb02 spare,,new_style,,,,galve_mesh_trap_baffle,,faulty_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,MB,Mb02a ,,new_style,,,,galve_mesh_trap_baffle,,faulty_design,shortscrew_and_nail,,,B,,,,
,Murchies,MB,Mb03,,new_style,,,,galve_mesh_trap_baffle,,faulty_design,65mm_screws kea_brackets,,,B,,,,
,Murchies,MB,Mb03 spare,,oldstyleext,,,,no_trap_baffle_no_slot,,good_design,65mm_screws kea_brackets,,,B,,,,
,Murchies,MB,Mb03a,,infill_style,,,,door_baffle_wooden,,faulty_design,65mm_screws kea_brackets,,,B,,,,
,Murchies,MB,Mb04,,side_entrance,,,,no_trap_baffle_no_slot,,good_design,65mm_screws,,,C,,,,
,Murchies,MB,Mb04a,,new_style,,,,galve_mesh_trap_baffle,,faulty_design,65mm_screws kea_brackets,,,B,,,,
,Murchies,MB,Mb05,,oldstyleext,,,,no_trap_baffle_no_slot,,good_design,kea_brackets 65mm_screws,,,C,,,,
,Murchies,MB,Mb05a,,infill_style,,,,door_baffle_wooden,,faulty_design,65mm_screws kea_brackets,,,B,,,,
,Murchies,MB,Mb06,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws kea_brackets,,,B,,,,
,Murchies,MB,Mb06a,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws kea_brackets,,,B,,,,
,Murchies,MB,Mb07,,oldstyleext,,,,no_trap_baffle_no_slot,,good_design,65mm_screws kea_brackets,,,B,,,,
,Murchies,MB,Mb07a,,infill_style,,,,door_baffle_wooden,,faulty_design,65mm_screws kea_brackets,,,B,,,,
,Murchies,MB,Mb08,,oldstyleext,,,,no_trap_baffle_no_slot,,good_design,65mm_screws kea_brackets,,,B,,,,
,Murchies,MB,Mb08a,,infill_style,,,,door_baffle_wooden,,faulty_design,65mm_screws kea_brackets,,,B,,,,
,Murchies,MB,Mb09,,oldstyleext,,,,no_trap_baffle_no_slot,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,MB,Mb10,,oldstyleext,,,,no_trap_baffle_no_slot,,good_design,65mm_screws kea_brackets,,,B,,,,
,Murchies,MB,Mb11,,oldstyleext,,,,no_trap_baffle_no_slot,,good_design,65mm_screws kea_brackets,,,B,,,,
,Murchies,MB,Mb12,,oldstyleext,,,,no_trap_baffle_no_slot,,good_design,65mm_screws kea_brackets,,,B,,,,
,Murchies,MB,Mb13,,oldstyleext,,,,no_trap_baffle_no_slot,,good_design,65mm_screws kea_brackets,,,C,,,,
,Murchies,MB,Mb14,,new_style,,,,galve_mesh_trap_baffle one_missing,,faulty_design,65mm_screws kea_brackets,,,A,,,,
,Murchies,MB,Mb15,,new_style,,,,galve_mesh_trap_baffle one_missing,,faulty_design,65mm_screws kea_brackets,,,A,,,,
,Murchies,ME,ME01,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ME,ME02,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws kea_brackets,,,A,,,,
,Murchies,ME,ME03,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws kea_brackets,,,A,,,,
,Murchies,ME,ME04,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws kea_brackets,,,A,,,,
,Murchies,ME,ME05,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws kea_brackets,,,A,,,,
,Murchies,ME,ME06,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws kea_brackets,,,A,,,,
,Murchies,ME,ME07,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws kea_brackets,,,A,,,,
,Murchies,ME,ME08,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws kea_brackets,,,A,,,,
,Murchies,ME,ME09,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws kea_brackets,,,A,,,,
,Murchies,ME,ME10,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws kea_brackets,,,A,,,,
,Murchies,ME,ME11,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ME,ME12,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws kea_brackets,,,A,,,,
,Murchies,ME,ME13,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws kea_brackets,,,A,,,,
,Murchies,ME,ME14,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ME,ME15,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws kea_brackets,,,A,,,,
,Murchies,ME,ME16,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ME,ME17,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ME,ME18,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ME,ME19,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,ME,ME20,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws kea_brackets,,,B,,,,
,Murchies,ME,ME21,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ME,ME22,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,1x baffle replaced May 2020,
,Murchies,ME,ME23,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ME,ME24,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ME,ME25,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws kea_brackets,,,A,,,,
,Murchies,ME,ME26,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws kea_brackets,,,A,,,,
,Murchies,ME,ME27,,new_style,,,,galve_mesh_trap_baffle,,faulty_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ME,ME28,,new_style,,,,galve_mesh_trap_baffle,,faulty_design,65mm_screws kea_brackets,,,A,,,,
,Murchies,ME,ME29,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ME,ME30,,new_style,,,,galve_mesh_trap_baffle one_missing,,faulty_design,65mm_screws kea_brackets,,,A,,,,
,Murchies,ME,ME31,,new_style,,,,galve_mesh_trap_baffle,,faulty_design,65mm_screws kea_brackets,,,A,,,,
,Murchies,ME,ME32,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws kea_brackets,,,A,,,,
,Murchies,ME,ME33,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ME,ME34,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ME,ME35,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ME,ME36,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws kea_brackets,,,A,,,,
,Murchies,ME,ME37,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ME,ME38,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,MK,MK01,,new_style,,,,no_trap_baffle_but_has_slot,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,MK,MK01A,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,MK,MK01R,,new_style,,,,galve_mesh_trap_baffle,,good_design second_trap_different,kea_brackets 65mm_screws,,,A,,,,
,Murchies,MK,MK02,,new_style,,,,no_trap_baffle_but_has_slot,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,MK,MK02R,,new_style,,,,galve_mesh_trap_baffle,,good_design second_trap_different,kea_brackets 65mm_screws,,,A,,,,
,Murchies,MK,MK03,,new_style,,,,no_trap_baffle_but_has_slot,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,MK,MK03R,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,MK,MK04,,new_style,,,,no_trap_baffle_but_has_slot,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,MK,MK04R,,new_style,,,,galve_mesh_trap_baffle,,good_design second_trap_different,kea_brackets 65mm_screws,,,A,,,,
,Murchies,MK,Mk05,,new_style,,,,no_trap_baffle_but_has_slot,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,MK,Mk05r,,new_style,,,,galve_mesh_trap_baffle,,good_design second_trap_different,kea_brackets 65mm_screws,,,A,,,,
,Murchies,MK,Mk06,,new_style,,,,no_trap_baffle_but_has_slot,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,MK,Mk06r,,new_style,,,,galve_mesh_trap_baffle,,good_design second_trap_different,kea_brackets 65mm_screws,,,A,,,,
,Murchies,MK,Mk07,,new_style,,,,no_trap_baffle_but_has_slot,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,MK,Mk07r,,new_style,,,,galve_mesh_trap_baffle,,good_design second_trap_different,kea_brackets 65mm_screws,,,A,,,,
,Murchies,MK,Mk08,,new_style,,,,no_trap_baffle_but_has_slot,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,MK,Mk08r,,new_style,,,,galve_mesh_trap_baffle,,good_design second_trap_different,kea_brackets 65mm_screws,,,A,,,,
,Murchies,MK,Mk09,,new_style,,,,no_trap_baffle_but_has_slot,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,MK,Mk09r,,new_style,,,,galve_mesh_trap_baffle,,good_design second_trap_different,kea_brackets 65mm_screws,,,A,,,,
,Murchies,MK,Mk10,,new_style,,,,no_trap_baffle_but_has_slot,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,MK,Mk10r,,new_style,,,,galve_mesh_trap_baffle,,good_design second_trap_different,kea_brackets 65mm_screws,,,A,,,,
,Murchies,MK,Mk11,,new_style,,,,no_trap_baffle_but_has_slot,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,MK,Mk11r,,new_style,,,,galve_mesh_trap_baffle,,good_design second_trap_different,kea_brackets 65mm_screws,,,A,,,,
,Murchies,MK,Mk12,,new_style,,,,no_trap_baffle_but_has_slot,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,MK,Mk12r,,new_style,,,,galve_mesh_trap_baffle,,good_design second_trap_different,kea_brackets 65mm_screws,,,A,,,,
,Murchies,MK,Mk13,,new_style,,,,no_trap_baffle_but_has_slot,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,MK,Mk13r,,new_style,,,,galve_mesh_trap_baffle,,good_design second_trap_different,kea_brackets 65mm_screws,,,A,,,,
,Murchies,MK,Mk14,,new_style,,,,no_trap_baffle_but_has_slot,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,MK,Mk14r,,new_style,,,,galve_mesh_trap_baffle,,good_design second_trap_different,kea_brackets 65mm_screws,,,A,,,,
,Murchies,MK,Mk15,,new_style,,,,no_trap_baffle_but_has_slot,,good_design,65mm_screws kea_brackets,,,B,,,,
,Murchies,MK,Mk15r,,new_style,,,,galve_mesh_trap_baffle,,good_design second_trap_different,kea_brackets 65mm_screws,,,A,,,,
,Murchies,MK,Mk16,,new_style,,,,no_trap_baffle_but_has_slot,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,MK,Mk16r,,new_style,,,,galve_mesh_trap_baffle,,good_design second_trap_different,kea_brackets 65mm_screws,,,A,,,,
,Murchies,MK,Mk17,,new_style,,,,no_trap_baffle_but_has_slot,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,MK,Mk17r,,new_style,,,,galve_mesh_trap_baffle,,good_design second_trap_different,kea_brackets 65mm_screws,,,A,,,,
,Murchies,MK,Mk18,,new_style,,,,no_trap_baffle_but_has_slot,,good_design,65mm_screws kea_brackets,,,A,,,,
,Murchies,MK,Mk18r,,new_style,,,,galve_mesh_trap_baffle,,good_design second_trap_different,kea_brackets 65mm_screws,,,A,,,,
,Murchies,MK,Mk19,,new_style,,,,no_trap_baffle_but_has_slot,,good_design,kea_brackets 65mm_screws,,,A,,,,
